Student ID,student_name,gender,year,school_name,reading_score,maths_score
4815,Nicole Byrd,F,10,Figueroa High School,94,44
4816,Charles Andersen,M,12,Figueroa High School,51,64
4817,Tiffany Wells,F,11,Figueroa High School,59,52
4818,William Lambert,M,9,Figueroa High School,97,54
4819,Jeffrey Cortez,M,11,Figueroa High School,39,91
4820,Adam Simon,M,11,Figueroa High School,64,99
4821,Jeremy Gray,M,11,Figueroa High School,49,86
4822,David Gordon,M,9,Figueroa High School,52,54
4823,William Casey,M,9,Figueroa High School,69,99
4824,Anthony Phelps,M,11,Figueroa High School,74,90
4825,Nicole Murray,F,10,Figueroa High School,77,51
4826,Jerry Bell,M,11,Figueroa High School,52,98
4827,Alejandra Ball,F,9,Figueroa High School,64,75
4828,Michele Doyle,F,10,Figueroa High School,80,94
4829,Christine Garrison,F,10,Figueroa High School,95,39
4830,Angelica Duran,F,10,Figueroa High School,59,96
4831,Traci Woodward,F,9,Figueroa High School,47,84
4832,John Compton DDS,M,9,Figueroa High School,54,85
4833,Joshua Sutton,M,12,Figueroa High School,69,93
4834,Christopher King,M,11,Figueroa High School,73,69
4835,Maurice Bell,M,12,Figueroa High School,54,49
4836,Ryan Castillo,M,9,Figueroa High School,91,62
4837,Donna Vazquez,F,12,Figueroa High School,91,83
4838,Thomas Campbell,M,12,Figueroa High School,74,83
4839,Ryan Johnson,M,10,Figueroa High School,41,39
4840,George Martin,M,11,Figueroa High School,64,82
4841,Ann Cardenas,F,11,Figueroa High School,41,55
4842,Jennifer Campbell,F,11,Figueroa High School,97,69
4843,Chad Moore,M,10,Figueroa High School,75,78
4844,Sierra Waters,F,10,Figueroa High School,73,87
4845,Mario Wheeler PhD,M,9,Figueroa High School,66,68
4846,Joshua Johnson,M,12,Figueroa High School,48,84
4847,Michael Wong,M,9,Figueroa High School,52,74
4848,Lisa Ryan,F,9,Figueroa High School,45,65
4849,Kathy Ibarra,F,12,Figueroa High School,95,85
4850,Leslie Manning,F,12,Figueroa High School,63,57
4851,Cynthia Levy,F,10,Figueroa High School,82,72
4852,Aaron Dean,M,10,Figueroa High School,56,95
4853,Brian Cruz,M,9,Figueroa High School,62,60
4854,Melissa Harrington,F,10,Figueroa High School,86,78
4855,Debra Morgan,F,10,Figueroa High School,94,44
4856,Lisa Sanders,F,10,Figueroa High School,93,59
4857,Marie Wong,F,12,Figueroa High School,63,94
4858,Travis Harris,M,9,Figueroa High School,95,75
4859,Gina Davis,F,10,Figueroa High School,68,88
4860,Michael Whitehead,M,10,Figueroa High School,58,55
4861,Matthew Mccullough,M,9,Figueroa High School,76,81
4862,Brian Hernandez,M,9,Figueroa High School,79,77
4863,Michelle Freeman,F,9,Figueroa High School,97,54
4864,Briana Hernandez,F,12,Figueroa High School,83,86
4865,Ryan Turner,M,10,Figueroa High School,64,42
4866,April Hamilton,F,12,Figueroa High School,43,65
4867,Robert Davis,M,12,Figueroa High School,79,70
4868,Kimberly Fuller,F,11,Figueroa High School,72,92
4869,Bryce Whitaker,M,12,Figueroa High School,74,48
4870,David Simpson,M,11,Figueroa High School,76,52
4871,Elizabeth Glenn,F,10,Figueroa High School,89,96
4872,Jennifer Gutierrez,F,9,Figueroa High School,54,68
4873,Frederick Green,M,11,Figueroa High School,75,76
4874,Jose Fletcher,M,10,Figueroa High School,40,40
4875,Ronald Glenn,M,11,Figueroa High School,84,87
4876,Martha Cole,F,11,Figueroa High School,55,97
4877,Katelyn Berg,F,9,Figueroa High School,92,79
4878,Gerald Harrison,M,12,Figueroa High School,97,49
4879,Heather Anderson,F,10,Figueroa High School,80,98
4880,Brianna Murray,F,11,Figueroa High School,56,43
4881,Lisa Spencer,F,12,Figueroa High School,99,58
4882,Susan Krueger,F,10,Figueroa High School,69,43
4883,Kenneth Martinez,M,11,Figueroa High School,67,66
4884,Lawrence Skinner,M,12,Figueroa High School,43,79
4885,Joseph Nelson,M,11,Figueroa High School,61,67
4886,David Kane,M,9,Figueroa High School,74,56
4887,Brian Wilson,M,10,Figueroa High School,52,59
4888,Mark Lewis,M,10,Figueroa High School,48,63
4889,Patricia Cooper,F,11,Figueroa High School,81,52
4890,Kathleen Pitts,F,9,Figueroa High School,56,70
4891,Jennifer Hamilton,F,9,Figueroa High School,56,52
4892,Amy Turner,F,9,Figueroa High School,45,47
4893,Karen Long,F,12,Figueroa High School,52,97
4894,Wayne Colon,M,11,Figueroa High School,84,97
4895,Theresa Durham,F,10,Figueroa High School,78,48
4896,Meghan Mitchell,F,9,Figueroa High School,81,51
4897,Rachel White,F,11,Figueroa High School,68,60
4898,Suzanne Rodriguez,F,12,Figueroa High School,78,50
4899,Susan Watkins,F,10,Figueroa High School,59,93
4900,Christopher Larson,M,11,Figueroa High School,83,66
4901,Andrew Miller,M,9,Figueroa High School,57,98
4902,William French,M,10,Figueroa High School,96,46
4903,Jessica Willis,F,11,Figueroa High School,48,91
4904,Robert Johnson,M,9,Figueroa High School,71,43
4905,Daniel Hernandez,M,10,Figueroa High School,77,50
4906,Sarah Mccall,F,11,Figueroa High School,62,49
4907,Amy Moore,F,10,Figueroa High School,93,83
4908,Laura James,F,12,Figueroa High School,65,73
4909,Morgan Green,F,10,Figueroa High School,79,82
4910,Clifford Jordan,M,11,Figueroa High School,77,84
4911,Kelsey Smith,F,12,Figueroa High School,56,58
4912,Louis Soto,M,12,Figueroa High School,67,80
4913,Adam Gomez,M,10,Figueroa High School,92,96
4914,Shannon Butler,M,10,Figueroa High School,42,82
4915,Jennifer Leon,F,11,Figueroa High School,73,79
4916,Mr. Joshua Simon,M,9,Figueroa High School,85,94
4917,Paul Jones,M,10,Figueroa High School,72,99
4918,Sergio Baxter,M,12,Figueroa High School,98,91
4919,Gary Randall,M,10,Figueroa High School,78,83
4920,James Haas,M,11,Figueroa High School,60,57
4921,Shari Smith,F,10,Figueroa High School,56,50
4922,David Lowery,M,10,Figueroa High School,61,54
4923,Joshua Floyd,M,9,Figueroa High School,91,81
4924,Jennifer Thomas,F,9,Figueroa High School,84,52
4925,Jason Patrick,M,9,Figueroa High School,58,72
4926,Terry Johnson,M,9,Figueroa High School,79,92
4927,Alicia Ferguson DVM,F,9,Figueroa High School,83,39
4928,Scott Garcia,M,11,Figueroa High School,75,77
4929,Joshua Palmer,M,11,Figueroa High School,61,89
4930,Sara Acevedo,F,9,Figueroa High School,95,96
4931,Jordan Jones,M,11,Figueroa High School,81,51
4932,Melvin Scott,M,10,Figueroa High School,67,98
4933,Zachary Carter,M,9,Figueroa High School,49,67
4934,Elizabeth Arnold,F,10,Figueroa High School,81,72
4935,Danielle Frost,F,11,Figueroa High School,57,83
4936,Debra Montgomery,F,9,Figueroa High School,41,82
4937,Jennifer Thomas,F,10,Figueroa High School,40,66
4938,Thomas Armstrong,M,9,Figueroa High School,96,50
4939,Todd Martinez,M,11,Figueroa High School,91,51
4940,Angela Griffith,F,12,Figueroa High School,94,76
4941,Edward Sutton,M,10,Figueroa High School,64,47
4942,Daniel Richardson,M,12,Figueroa High School,93,58
4943,Cynthia Simmons,F,10,Figueroa High School,65,84
4944,Natalie Marks,F,9,Figueroa High School,84,66
4945,Lawrence Rose,M,9,Figueroa High School,46,60
4946,Amy Melendez,F,10,Figueroa High School,87,71
4947,Olivia Thomas,F,9,Figueroa High School,47,59
4948,Todd Padilla,M,12,Figueroa High School,96,97
4949,Gloria Fritz DDS,F,10,Figueroa High School,45,41
4950,Noah Le,M,10,Figueroa High School,81,71
4951,Chelsey Wilson,F,12,Figueroa High School,80,92
4952,Madison Shaw,F,12,Figueroa High School,84,56
4953,Colleen Webb,F,11,Figueroa High School,78,55
4954,Catherine Matthews,F,12,Figueroa High School,57,85
4955,Robert Crawford,M,11,Figueroa High School,46,55
4956,Julian Keller,M,11,Figueroa High School,80,64
4957,Robert Barnes,M,11,Figueroa High School,73,61
4958,Elizabeth Drake,F,12,Figueroa High School,91,56
4959,Christine Summers,F,9,Figueroa High School,71,98
4960,Craig Henderson,M,9,Figueroa High School,87,91
4961,Bobby Lewis,M,12,Figueroa High School,74,42
4962,April Mccoy,F,11,Figueroa High School,88,70
4963,Aaron Little,M,12,Figueroa High School,78,64
4964,Vincent Soto,M,11,Figueroa High School,40,70
4965,Angela Newman,F,9,Figueroa High School,89,49
4966,Meredith Day,F,9,Figueroa High School,46,76
4967,Darryl Roman,M,12,Figueroa High School,48,61
4968,Kimberly Harris,F,12,Figueroa High School,48,65
4969,Tammy Hall,F,10,Figueroa High School,78,61
4970,April Obrien,F,10,Figueroa High School,76,73
4971,Sharon Fletcher,F,11,Figueroa High School,63,67
4972,Desiree Perez,F,12,Figueroa High School,70,89
4973,Jonathan Riley,M,11,Figueroa High School,50,58
4974,Joseph James,M,10,Figueroa High School,58,47
4975,Michael Miller,M,9,Figueroa High School,86,48
4976,Nicole Smith,F,11,Figueroa High School,41,89
4977,Timothy Ross,M,9,Figueroa High School,62,74
4978,Julie Gutierrez,F,11,Figueroa High School,98,92
4979,Jose Price,M,12,Figueroa High School,48,46
4980,Leslie Glover,F,9,Figueroa High School,46,41
4981,Lauren Cowan,F,10,Figueroa High School,50,52
4982,Timothy Brown,M,10,Figueroa High School,46,39
4983,Brittany Murphy,F,11,Figueroa High School,92,61
4984,Mrs. Alexandra Taylor,F,11,Figueroa High School,83,63
4985,Richard Williams,M,9,Figueroa High School,69,66
4986,Ryan Edwards,M,9,Figueroa High School,70,95
4987,Jennifer Ramirez MD,F,12,Figueroa High School,43,64
4988,Eric Johnson,M,12,Figueroa High School,53,99
4989,Paul Bowen,M,10,Figueroa High School,68,72
4990,Amanda Gonzalez,F,10,Figueroa High School,96,40
4991,Jennifer Robbins,F,9,Figueroa High School,93,43
4992,Jennifer Rose,F,9,Figueroa High School,80,50
4993,Amanda Gonzalez,F,11,Figueroa High School,51,79
4994,Donald Cuevas,M,12,Figueroa High School,57,48
4995,Wendy Harris,F,10,Figueroa High School,72,42
4996,Alexander Carpenter,M,9,Figueroa High School,74,71
4997,Alejandra Ellis,F,9,Figueroa High School,57,66
4998,Michael Marshall,M,9,Figueroa High School,85,51
4999,Sabrina Schneider,F,9,Figueroa High School,71,45
5000,Jessica Ford,F,12,Figueroa High School,79,69
5001,Danielle Smith,F,9,Figueroa High School,85,69
5002,Jessica Blankenship,F,9,Figueroa High School,85,57
5003,Kristina Burns,F,10,Figueroa High School,62,53
5004,Michael Fischer,M,9,Figueroa High School,91,51
5005,Kirsten Cervantes,F,9,Figueroa High School,75,86
5006,Timothy Phillips,M,9,Figueroa High School,91,77
5007,Stephanie Harvey,F,9,Figueroa High School,50,76
5008,Jesse Rosales,M,9,Figueroa High School,67,47
5009,Nicole Garcia,F,9,Figueroa High School,64,71
5010,Peter Davis,M,9,Figueroa High School,73,79
5011,Tyler Nelson,M,9,Figueroa High School,89,72
5012,Jamie Jackson,F,11,Figueroa High School,77,42
5013,Alexander Gonzalez,M,10,Figueroa High School,41,71
5014,Daniel Holland,M,9,Figueroa High School,83,95
5015,Mark Lawrence,M,11,Figueroa High School,85,83
5016,Patrick Jackson,M,10,Figueroa High School,71,51
5017,Jamie Jackson,F,11,Figueroa High School,40,89
5018,Kelly Cooper,F,9,Figueroa High School,92,96
5019,Helen Reed,F,10,Figueroa High School,96,54
5020,Mrs. Amy Walker MD,F,9,Figueroa High School,71,49
5021,Meghan Dyer,F,10,Figueroa High School,63,78
5022,Madison Ramos,F,11,Figueroa High School,74,80
5023,David Turner,M,12,Figueroa High School,73,85
5024,Susan Smith,F,9,Figueroa High School,51,50
5025,Natasha White,F,12,Figueroa High School,93,55
5026,Holly Kennedy,F,10,Figueroa High School,92,60
5027,Zachary Munoz,M,12,Figueroa High School,41,49
5028,Keith Doyle,M,9,Figueroa High School,89,57
5029,Paul Dudley,M,9,Figueroa High School,66,53
5030,Andrea Sellers,F,12,Figueroa High School,40,67
5031,Gerald Blankenship,M,10,Figueroa High School,90,97
5032,David Simmons,M,12,Figueroa High School,43,91
5033,Crystal Jones,F,10,Figueroa High School,61,59
5034,Nathan Jordan,M,10,Figueroa High School,53,45
5035,Robert Harvey,M,11,Figueroa High School,43,60
5036,Tara Lane,F,10,Figueroa High School,41,80
5037,Kelly Miller,F,11,Figueroa High School,92,97
5038,Amber Spence,F,11,Figueroa High School,98,73
5039,Leah Ellis,F,9,Figueroa High School,71,72
5040,Elizabeth Soto,F,12,Figueroa High School,64,76
5041,Jamie Flores,F,11,Figueroa High School,44,45
5042,Nicole Fritz,F,11,Figueroa High School,89,62
5043,Robert Garza,M,9,Figueroa High School,47,99
5044,Paul Smith,M,9,Figueroa High School,39,49
5045,Tim Lopez,M,11,Figueroa High School,81,60
5046,Natalie Acevedo,F,9,Figueroa High School,52,47
5047,Devin Walters,M,11,Figueroa High School,40,65
5048,David Dickson MD,M,12,Figueroa High School,62,41
5049,Kristen Carney,F,12,Figueroa High School,95,98
5050,Stephen Fuentes,M,10,Figueroa High School,83,40
5051,Christine Stone,F,11,Figueroa High School,67,78
5052,Charles Newman,M,9,Figueroa High School,50,86
5053,Lisa Floyd,F,11,Figueroa High School,69,73
5054,Melanie Christensen,F,11,Figueroa High School,39,76
5055,Danny King,M,11,Figueroa High School,41,77
5056,Ryan Johnson,M,9,Figueroa High School,76,98
5057,Scott Brown,M,10,Figueroa High School,79,87
5058,Lynn Torres,F,10,Figueroa High School,67,73
5059,Erik Scott,M,11,Figueroa High School,48,85
5060,Jesse Dixon,M,12,Figueroa High School,64,54
5061,Rhonda Montgomery,F,9,Figueroa High School,44,95
5062,Nathan Rodriguez,M,12,Figueroa High School,90,63
5063,Hannah Shaw,F,12,Figueroa High School,56,90
5064,Matthew Hoffman,M,9,Figueroa High School,87,84
5065,Jennifer Robbins,F,10,Figueroa High School,77,46
5066,Brenda Cooley,F,9,Figueroa High School,60,40
5067,Chad Jones,M,10,Figueroa High School,66,82
5068,David Hill,M,12,Figueroa High School,41,43
5069,Zachary Wyatt,M,10,Figueroa High School,45,47
5070,Kevin Wiggins,M,11,Figueroa High School,69,55
5071,James Holloway,M,9,Figueroa High School,72,92
5072,Amanda Mills DDS,F,12,Figueroa High School,42,50
5073,Patricia Mendez,F,10,Figueroa High School,63,75
5074,Julia Smith,F,10,Figueroa High School,58,55
5075,Jennifer Tyler,F,12,Figueroa High School,98,88
5076,Douglas Jackson,M,11,Figueroa High School,47,59
5077,Jamie Ferguson,F,9,Figueroa High School,79,74
5078,Brian Lopez,M,11,Figueroa High School,50,69
5079,Jose Roberts,M,10,Figueroa High School,88,61
5080,Casey Alvarez,M,11,Figueroa High School,78,42
5081,Mandy Trujillo,F,12,Figueroa High School,70,68
5082,Andrew Stephens,M,12,Figueroa High School,65,92
5083,Carla Moon,F,9,Figueroa High School,71,68
5084,Sabrina Ferguson,F,9,Figueroa High School,67,53
5085,Christopher Kim,M,12,Figueroa High School,71,72
5086,Thomas Hutchinson,M,9,Figueroa High School,97,42
5087,Valerie Benson,F,9,Figueroa High School,74,51
5088,Douglas Jarvis,M,12,Figueroa High School,69,88
5089,Diane Nelson,F,11,Figueroa High School,87,61
5090,William Brown,M,9,Figueroa High School,66,61
5091,Brandy Miller,F,10,Figueroa High School,66,95
5092,Jocelyn Richardson,F,11,Figueroa High School,78,48
5093,Erin Bruce,F,9,Figueroa High School,58,97
5094,Mckenzie Griffin,F,9,Figueroa High School,60,52
5095,Kelly Phillips,F,12,Figueroa High School,48,95
5096,Lisa Gibson,F,12,Figueroa High School,57,64
5097,Sharon Nelson,F,9,Figueroa High School,66,47
5098,Laura Randolph,F,9,Figueroa High School,60,59
5099,Anne Vincent,F,11,Figueroa High School,96,73
5100,Monique Parker,F,10,Figueroa High School,83,95
5101,Rachel Morgan,F,9,Figueroa High School,74,65
5102,Emily Wells,F,9,Figueroa High School,70,66
5103,Beverly Jacobs,F,12,Figueroa High School,62,67
5104,Jessica Soto,F,12,Figueroa High School,70,65
5105,Tabitha Keith,F,12,Figueroa High School,59,82
5106,Wayne Dickson,M,9,Figueroa High School,76,48
5107,Johnny Cook,M,12,Figueroa High School,63,71
5108,Jill Rivera,F,10,Figueroa High School,85,72
5109,Timothy Adams,M,10,Figueroa High School,70,48
5110,Dawn Hart,F,11,Figueroa High School,45,92
5111,Craig Hughes,M,12,Figueroa High School,72,80
5112,George Taylor,M,10,Figueroa High School,49,97
5113,Jennifer Gonzalez,F,10,Figueroa High School,84,83
5114,Brian Drake,M,9,Figueroa High School,75,95
5115,Sarah Morrison,F,12,Figueroa High School,39,44
5116,James Simmons,M,10,Figueroa High School,73,86
5117,Gregory Horn,M,11,Figueroa High School,43,74
5118,Rhonda Shaw,F,12,Figueroa High School,66,99
5119,John Long,M,10,Figueroa High School,59,68
5120,Lindsay Zimmerman,F,11,Figueroa High School,48,91
5121,Mr. Jason West,M,10,Figueroa High School,46,80
5122,Peggy Watson,F,12,Figueroa High School,61,39
5123,Erika Berry,F,12,Figueroa High School,60,54
5124,Mr. Joshua Hall,M,11,Figueroa High School,57,44
5125,Jose Miller,M,11,Figueroa High School,43,49
5126,Sonya Mckee,F,10,Figueroa High School,64,61
5127,Lisa Ross,F,12,Figueroa High School,94,69
5128,Brian Porter,M,11,Figueroa High School,46,83
5129,Angela Bowers,F,9,Figueroa High School,78,96
5130,Sean Sharp,M,12,Figueroa High School,48,74
5131,Frank Carlson,M,10,Figueroa High School,51,89
5132,Joshua Ballard,M,12,Figueroa High School,84,65
5133,Chad Collins,M,12,Figueroa High School,42,65
5134,Nicole Baker,F,11,Figueroa High School,93,91
5135,Janet Rivera,F,12,Figueroa High School,74,96
5136,Regina Branch,F,12,Figueroa High School,56,89
5137,Matthew Gilbert,M,10,Figueroa High School,72,40
5138,Patrick Casey,M,10,Figueroa High School,69,70
5139,Sara Scott,F,10,Figueroa High School,84,45
5140,William King,M,9,Figueroa High School,86,73
5141,Julie Chan,F,11,Figueroa High School,45,88
5142,Evan Melendez,M,9,Figueroa High School,82,39
5143,Mrs. Elizabeth Mitchell,F,10,Figueroa High School,53,56
5144,Jaclyn Hudson,F,10,Figueroa High School,79,45
5145,Joseph Johnson,M,12,Figueroa High School,57,61
5146,Carol Holmes,F,9,Figueroa High School,94,53
5147,Denise Schmidt,F,12,Figueroa High School,89,52
5148,Robert Gonzalez,M,9,Figueroa High School,56,42
5149,Sarah Miller,F,11,Figueroa High School,43,76
5150,Darren Cochran,M,11,Figueroa High School,88,62
5151,Chris Mathis,M,9,Figueroa High School,79,58
5152,Timothy Wheeler,M,10,Figueroa High School,88,81
5153,Allen Snyder Jr.,M,12,Figueroa High School,55,65
5154,James Gaines,M,10,Figueroa High School,46,77
5155,Heather Foster,F,9,Figueroa High School,50,55
5156,Jean Weber,F,11,Figueroa High School,78,95
5157,Calvin Williams Jr.,M,10,Figueroa High School,56,81
5158,Joshua Carlson,M,9,Figueroa High School,65,45
5159,Kayla Valdez,F,11,Figueroa High School,92,58
5160,Anna Clark,F,9,Figueroa High School,47,94
5161,Jay Nelson,M,10,Figueroa High School,56,48
5162,Jeffery Ramirez,M,11,Figueroa High School,82,56
5163,Carmen Mcknight,F,11,Figueroa High School,47,72
5164,Erik Hall,M,11,Figueroa High School,77,78
5165,Bradley Cooper,M,10,Figueroa High School,76,94
5166,Timothy Malone,M,10,Figueroa High School,41,97
5167,Michael Romero,M,11,Figueroa High School,80,94
5168,Teresa Delgado,F,12,Figueroa High School,39,67
5169,Alex Jackson,M,11,Figueroa High School,57,61
5170,Mikayla Gonzalez,F,10,Figueroa High School,67,47
5171,Michael Zuniga,M,11,Figueroa High School,60,68
5172,Kelsey Williams,F,9,Figueroa High School,70,40
5173,Cathy Jordan,F,10,Figueroa High School,50,91
5174,Stephen Cox,M,10,Figueroa High School,89,60
5175,Christopher Bond,M,10,Figueroa High School,45,42
5176,Veronica Walker,F,10,Figueroa High School,73,75
5177,Jacob Shepard,M,12,Figueroa High School,58,40
5178,Steven Torres,M,10,Figueroa High School,43,92
5179,Tammy Shelton,F,9,Figueroa High School,50,58
5180,Cody Johnson,M,11,Figueroa High School,41,50
5181,Dan Salinas,M,11,Figueroa High School,45,91
5182,Deborah Smith,F,10,Figueroa High School,60,45
5183,James Thomas,M,11,Figueroa High School,75,90
5184,Lisa Howard,F,11,Figueroa High School,96,62
5185,Rachel Mills,F,10,Figueroa High School,86,54
5186,Matthew Carter,M,11,Figueroa High School,80,66
5187,Gregory Watkins,M,9,Figueroa High School,42,50
5188,Rachel Elliott,F,10,Figueroa High School,73,42
5189,Miss Jennifer Gibson,F,11,Figueroa High School,96,77
5190,Joseph Jones,M,9,Figueroa High School,50,39
5191,Sarah James,F,9,Figueroa High School,64,74
5192,Todd Phillips,M,10,Figueroa High School,89,87
5193,Brian Price,M,12,Figueroa High School,48,64
5194,Kyle Keller,M,11,Figueroa High School,43,48
5195,Wesley Carter,M,12,Figueroa High School,52,88
5196,Marilyn Brown,F,10,Figueroa High School,39,90
5197,Kaitlyn Wise,F,12,Figueroa High School,41,50
5198,Stacie Davis,F,9,Figueroa High School,77,73
5199,Michael Garcia,M,10,Figueroa High School,71,91
5200,Tina Clark,F,12,Figueroa High School,85,84
5201,William James,M,11,Figueroa High School,60,80
5202,Leslie Golden,F,9,Figueroa High School,40,99
5203,Mary Collins,F,12,Figueroa High School,72,88
5204,Keith Smith,M,12,Figueroa High School,90,88
5205,Randall Edwards,M,12,Figueroa High School,50,51
5206,Jillian Miller,F,12,Figueroa High School,92,69
5207,Barry Davis,M,11,Figueroa High School,80,81
5208,Jennifer Pearson,F,9,Figueroa High School,83,60
5209,Erin Andersen,F,10,Figueroa High School,48,92
5210,James Edwards,M,9,Figueroa High School,79,39
5211,Joseph Marshall,M,11,Figueroa High School,73,92
5212,Miss Christy Robinson,F,10,Figueroa High School,46,90
5213,Brian Schneider,M,12,Figueroa High School,74,84
5214,Jordan Griffith,M,10,Figueroa High School,98,81
5215,Kaitlin Ewing,F,12,Figueroa High School,70,66
5216,Christopher Clark,M,11,Figueroa High School,70,57
5217,Yvette Davidson,F,12,Figueroa High School,39,43
5218,Richard Mccarthy,M,9,Figueroa High School,74,72
5219,Gregory Freeman,M,9,Figueroa High School,91,54
5220,Rebecca Hughes,F,10,Figueroa High School,61,69
5221,Samantha Allen,F,9,Figueroa High School,61,90
5222,Nancy Thomas,F,9,Figueroa High School,72,52
5223,Margaret Garcia,F,9,Figueroa High School,51,64
5224,Margaret Cooper,F,12,Figueroa High School,55,47
5225,Samantha Sanford,F,10,Figueroa High School,50,87
5226,Travis Turner,M,12,Figueroa High School,58,60
5227,Judith Daniel,F,12,Figueroa High School,81,81
5228,Christopher Macdonald,M,10,Figueroa High School,62,61
5229,Amy Wall,F,9,Figueroa High School,79,92
5230,Melissa Randolph,F,12,Figueroa High School,82,39
5231,Randy Morgan,M,9,Figueroa High School,41,87
5232,Jacob Morse,M,11,Figueroa High School,52,49
5233,Jonathan Rangel,M,11,Figueroa High School,98,65
5234,Karen Bush,F,10,Figueroa High School,89,49
5235,Jennifer Dean,F,11,Figueroa High School,76,82
5236,Alexander Mcintyre,M,12,Figueroa High School,69,67
5237,Jennifer Moore,F,9,Figueroa High School,64,65
5238,Thomas Phillips,M,9,Figueroa High School,63,75
5239,Tony Rodriguez,M,12,Figueroa High School,88,51
5240,Brent Jordan,M,10,Figueroa High School,43,41
5241,Ashley Williams,F,10,Figueroa High School,78,79
5242,Kristy Robinson,F,12,Figueroa High School,73,87
5243,Cheryl Anderson,F,12,Figueroa High School,82,55
5244,Robert Martinez,M,10,Figueroa High School,61,88
5245,Joshua Bradford,M,9,Figueroa High School,47,85
5246,Jacob Jackson,M,10,Figueroa High School,68,85
5247,John Moss,M,11,Figueroa High School,58,58
5248,Michael Griffith,M,9,Figueroa High School,47,57
5249,Mark Wade,M,11,Figueroa High School,75,60
5250,Emma Peterson,F,12,Figueroa High School,42,92
5251,Brittany Smith,F,10,Figueroa High School,52,80
5252,Stacy Anderson,F,10,Figueroa High School,44,59
5253,Theresa Davis,F,9,Figueroa High School,45,99
5254,Daniel Hodges,M,10,Figueroa High School,68,92
5255,Charles Ortiz,M,10,Figueroa High School,87,46
5256,Michael Johnson,M,10,Figueroa High School,91,80
5257,Michelle Anderson,F,10,Figueroa High School,90,62
5258,Timothy Crawford,M,9,Figueroa High School,98,68
5259,Felicia Green,F,10,Figueroa High School,73,66
5260,Mr. Michael Rhodes,M,12,Figueroa High School,75,86
5261,Daniel Fowler,M,9,Figueroa High School,62,54
5262,Jennifer Richardson,F,9,Figueroa High School,74,56
5263,Joel Willis,M,12,Figueroa High School,53,58
5264,Stephanie Williams,F,10,Figueroa High School,66,61
5265,Shane Beck,M,9,Figueroa High School,86,68
5266,Danny Lawrence,M,11,Figueroa High School,90,63
5267,James Mckenzie,M,11,Figueroa High School,56,49
5268,Daniel Ellis,M,11,Figueroa High School,78,92
5269,Nathan Mahoney,M,11,Figueroa High School,42,55
5270,Jerry Yates,M,9,Figueroa High School,94,86
5271,Margaret Glenn,F,9,Figueroa High School,68,87
5272,Samantha Thompson,F,11,Figueroa High School,52,94
5273,Jesse Miller,M,10,Figueroa High School,50,78
5274,Melissa Aguilar,F,11,Figueroa High School,43,92
5275,Megan Olson,F,10,Figueroa High School,69,43
5276,Nicole Tucker,F,12,Figueroa High School,78,44
5277,Amber Clarke,F,11,Figueroa High School,69,97
5278,Steven Swanson,M,10,Figueroa High School,78,78
5279,Michael Lyons,M,11,Figueroa High School,64,75
5280,Joseph Bates,M,10,Figueroa High School,50,42
5281,William Ramirez,M,9,Figueroa High School,44,72
5282,Sylvia Harris,F,12,Figueroa High School,77,52
5283,David Osborne,M,10,Figueroa High School,60,87
5284,Amanda Koch,F,12,Figueroa High School,46,99
5285,Melvin Farrell,M,10,Figueroa High School,97,98
5286,Sheryl Castro,F,12,Figueroa High School,51,78
5287,Patrick Wallace,M,9,Figueroa High School,93,68
5288,Jesus Jennings,M,12,Figueroa High School,93,88
5289,Omar Reynolds,M,11,Figueroa High School,52,39
5290,Douglas Davis,M,10,Figueroa High School,39,80
5291,Henry Burns,M,12,Figueroa High School,41,39
5292,Deborah Huffman DDS,F,9,Figueroa High School,70,98
5293,Peter Coleman,M,9,Figueroa High School,66,94
5294,Cory Mitchell,M,11,Figueroa High School,40,51
5295,Sandra White,F,11,Figueroa High School,44,80
5296,Zachary Hodge,M,9,Figueroa High School,57,42
5297,Jaime Kane,M,11,Figueroa High School,68,99
5298,Ronald Torres Jr.,M,12,Figueroa High School,72,66
5299,Andrew Flynn,M,11,Figueroa High School,87,53
5300,Shawn Ramsey,M,11,Figueroa High School,49,61
5301,Michael Garcia,M,11,Figueroa High School,83,66
5302,Robert Walters,M,12,Figueroa High School,47,67
5303,Erin Johnson,F,10,Figueroa High School,50,45
5304,Tiffany Hayes,F,11,Figueroa High School,77,86
5305,Timothy Wolfe,M,11,Figueroa High School,62,52
5306,Ashley Moore,F,9,Figueroa High School,67,41
5307,Brittany Brown,F,11,Figueroa High School,44,44
5308,Karen Watson,F,9,Figueroa High School,53,70
5309,Jessica Greene,F,9,Figueroa High School,97,56
5310,Denise Weiss,F,11,Figueroa High School,78,69
5311,Brandon Moore,M,12,Figueroa High School,67,70
5312,Briana Mitchell,F,11,Figueroa High School,98,39
5313,Amanda Li,F,11,Figueroa High School,91,63
5314,Paul Swanson,M,11,Figueroa High School,51,68
5315,Susan Clark,F,10,Figueroa High School,90,42
5316,Morgan Cobb,F,10,Figueroa High School,52,85
5317,John Vance,M,11,Figueroa High School,50,39
5318,Eric Jones,M,9,Figueroa High School,63,82
5319,Anthony Beard,M,9,Figueroa High School,73,45
5320,Tyler Brown,M,12,Figueroa High School,85,85
5321,Daniel Moss,M,10,Figueroa High School,44,73
5322,John West,M,10,Figueroa High School,94,69
5323,Amanda Rios,F,10,Figueroa High School,72,96
